urgency_mins,late_by_minutes,duration_minutes,distance_km,route_duration_min,num_stops_before,delivery_lat,delivery_lon
106.69657249533364,87.51642923494384,101.048570081099,9.522997963908072,39.48451580853834,4,28.59154297308504,77.28987053757348
113.56664718507132,67.69132150585592,110.36253588265782,5.111397545318988,9.083501610839042,0,28.655631578085703,77.2266235537274
88.12696030838902,46.76155730949654,88.53242898426853,9.27438309501563,37.63785681686457,5,28.552245220925347,77.14671834016069
99.24429948570932,54.38485071795987,117.37417227731171,11.812681343292388,32.99125414083836,2,28.535036940544096,77.27503289294688
84.01983464884677,65.17076687361669,89.56040581651719,4.285045860604013,23.831535594385738,4,28.632001844347453,77.24708914382359
115.69163134847936,66.1706847847459,118.7353398584294,12.990715225251938,34.786873528576386,0,28.52740175932257,77.29328292075242
111.0018243742044,68.10393592246305,112.05168800388128,7.911400906231412,23.65246149330524,0,28.67458918132675,77.15766961938012
112.11725303392564,75.16282635423545,108.07071934458588,9.679823306116305,28.29498378295934,2,28.55695488262712,77.15156493150499
118.5369010121094,63.34737192967476,119.1909389717564,3.904268974945804,17.297118362509348,3,28.57839359487181,77.21303680470587
111.33376806963264,52.287199782070175,106.34448218888376,4.86563104564218,26.88578385502964,4,28.60190912121857,77.1717929261737
139.60589985303898,102.31708846406232,137.32676193532927,7.853113597261109,42.01580913402285,2,28.633821965878347,77.14450490704523
161.89619642670206,104.32864876785128,156.69314168836434,5.050680258697703,22.534229810287965,0,28.576215720444875,77.18534675781409
107.827544611438,68.79018864216982,106.1181646221509,5.600873310199932,24.002607775345574,4,28.60610566297669,77.25972515740274
111.90729992862516,85.56640122328899,112.99265037715182,5.69557181427593,40.24214706578385,5,28.55883052783413,77.21133178818909
124.36554967205568,63.62458916256516,123.26693581263709,9.502135838714285,50.38896577600997,5,28.629688814752583,77.12769084793925
113.85697198145404,63.81143764620487,115.60161080002464,6.905220395786912,14.824625521691685,0,28.63299630702843,77.14965574816124
135.3214593690294,76.06415560167213,134.56830225072233,11.662956052821686,42.37892146140761,2,28.53502450209484,77.28934343055948
131.96628316698337,63.428763337023625,136.71709533316283,10.322834574380105,32.48495381737632,1,28.697954787283336,77.26479624872027
128.08259254171284,54.54012037760606,131.49729001117728,8.520980081208245,18.79557822302559,1,28.57824126168717,77.13615108538067
129.64193445053246,88.06151850667646,124.64076739221905,4.222357158089015,16.893574545176634,1,28.64638898806143,77.19911392796286
96.4265558360226,55.67175615539223,94.50137081425385,8.396619053008273,29.88452438725477,1,28.546531605437576,77.20890339552604
112.40997829461782,76.12888150243268,113.85799336231231,12.527093271331523,60.9322922790667,4,28.529893151690334,77.28305347251116
109.29788559248256,73.66235897656038,108.2275963229134,5.863342353706215,31.53302011430932,5,28.57047069772397,77.23896379783058
108.32735925634096,81.12374093106729,107.94560096202076,3.7262672895383058,11.274374050370144,1,28.579261693670755,77.21264825534675
111.131029303381,92.72191362262592,115.7430819641609,6.072366416563424,40.46631248312505,5,28.622044075186075,77.1525997377608
128.75035811521448,87.44538705145067,126.58003459851916,11.628097407338345,55.99316088590623,5,28.69856530413532,77.25931234183435
142.74715278779428,99.75496788711152,141.61174292092036,12.927283648793209,40.346496045382935,1,28.692513501691323,77.28026281248103
119.21316182832145,66.12150990827163,115.02756481411816,8.273149535831589,34.65443848545715,4,28.63172748483099,77.28488578209408
109.8343232431508,73.00319344959402,110.24621274254864,10.187628169435817,21.81613412546865,2,28.539454185529262,77.15336982639374
123.54254647910884,87.45846874896638,108.05647728257657,9.520915111554148,38.63059942283552,3,28.531813124099976,77.17748642076205
111.15952185027004,81.00853306114698,111.93552873128309,4.983049155446864,31.67026955368693,2,28.593541000691992,77.16821333893893
140.2014548905763,68.73860907745531,100.78455052086473,7.595148109571605,39.54690028270289,4,28.674058122723235,77.18366260530722
104.37607690926777,72.06748612368966,111.34785036437276,4.167432575383355,20.57309519715523,2,28.574421991871848,77.21694517048931
125.0597669768103,101.28855464477952,140.65458317890705,9.609007519894597,30.76610271511328,1,28.548672806693137,77.2631792568947
107.45647621461173,61.88727543948406,104.68573798674504,13.400805936373244,31.70953529315723,1,28.53765373077673,77.29573896517958
119.04440508934282,64.10421824985511,95.76116773231116,8.062286623517661,25.174354705985795,4,28.66234268976,77.15446692966437
