urgency_mins,late_by_minutes,duration_minutes,distance_km,route_duration_min,num_stops_before,delivery_lat,delivery_lon,eta_10,eta_50,eta_90
106.69657249533364,87.51642923494384,101.048570081099,9.522997963908072,39.48451580853834,4,28.59154297308504,77.28987053757348,14.611483995756995,15.39411898293096,20.799791112596708
113.56664718507132,67.69132150585592,110.36253588265782,5.111397545318988,9.083501610839042,0,28.655631578085703,77.2266235537274,42.20734341370154,45.334559474159896,46.67764875304224
88.12696030838902,46.76155730949654,88.53242898426853,9.27438309501563,37.63785681686457,5,28.552245220925347,77.14671834016069,40.72549825943926,41.625408066134035,44.09859357613875
99.24429948570932,54.38485071795987,117.37417227731171,11.812681343292388,32.99125414083836,2,28.535036940544096,77.27503289294688,45.93060228538241,52.362710899796355,56.83100905341262
84.01983464884677,65.17076687361669,89.56040581651719,4.285045860604013,23.831535594385738,4,28.632001844347453,77.24708914382359,17.343753241475458,20.75760203511882,24.00542256439123
115.69163134847936,66.1706847847459,118.7353398584294,12.990715225251938,34.786873528576386,0,28.52740175932257,77.29328292075242,48.27192504613382,50.78386498763685,52.992235643575334
111.0018243742044,68.10393592246305,112.05168800388128,7.911400906231412,23.65246149330524,0,28.67458918132675,77.15766961938012,41.00449303361161,44.28464030420337,46.26198217547613
112.11725303392564,75.16282635423545,108.07071934458588,9.679823306116305,28.29498378295934,2,28.55695488262712,77.15156493150499,33.001799279118146,34.91477780648338,36.64994059611124
118.5369010121094,63.34737192967476,119.1909389717564,3.904268974945804,17.297118362509348,3,28.57839359487181,77.21303680470587,53.593542086480696,55.431402651914645,56.958480265442205
111.33376806963264,52.287199782070175,106.34448218888376,4.86563104564218,26.88578385502964,4,28.60190912121857,77.1717929261737,55.03860961440096,56.92932754699664,58.067880079410195
139.60589985303898,102.31708846406232,137.32676193532927,7.853113597261109,42.01580913402285,2,28.633821965878347,77.14450490704523,34.06003137545247,36.204969290650915,37.53162670780636
161.89619642670206,104.32864876785128,156.69314168836434,5.050680258697703,22.534229810287965,0,28.576215720444875,77.18534675781409,48.90038576168488,56.695887055766995,56.648603612502754
107.827544611438,68.79018864216982,106.1181646221509,5.600873310199932,24.002607775345574,4,28.60610566297669,77.25972515740274,36.11167432904515,36.68806850624108,40.78331927573536
111.90729992862516,85.56640122328899,112.99265037715182,5.69557181427593,40.24214706578385,5,28.55883052783413,77.21133178818909,25.238206079756935,27.275564955829125,28.262224623079184
124.36554967205568,63.62458916256516,123.26693581263709,9.502135838714285,50.38896577600997,5,28.629688814752583,77.12769084793925,58.59163634007193,60.19872250018755,61.92893847742481
113.85697198145404,63.81143764620487,115.60161080002464,6.905220395786912,14.824625521691685,0,28.63299630702843,77.14965574816124,48.109139206575634,51.28740839971923,52.70361505115716
135.3214593690294,76.06415560167213,134.56830225072233,11.662956052821686,42.37892146140761,2,28.53502450209484,77.28934343055948,56.54042604928105,58.80122228908251,61.499818618912286
131.96628316698337,63.428763337023625,136.71709533316283,10.322834574380105,32.48495381737632,1,28.697954787283336,77.26479624872027,66.83331995325166,68.92419343977684,71.4971162588142
